idx,question,context,true_label,baseline_sim,trained_sim,improvement
292,"Recovery Outcome Measures: Is There a Place for Culture, Attitudes, and Faith?",To determine the cost of 46 commonly used investigations and therapies and to assess British Columbia family doctors' awareness of these costs.,0,0.7897610664367676,0.7284602683778394,-0.061300798058928185
293,Can dose reduction to one parotid gland prevent xerostomia?,Minimising the radiation dose to one of the parotid glands with the help of IMRT in patients with advanced head and neck cancers can prevent xerostomia in most patients and parotid scintigraphy is a useful method of documenting xerostomia.,1,0.8108029961585999,0.8008035012592979,-0.009999494899301964
294,Is a pressor necessary during aortic perfusion and oxygenation therapy of cardiac arrest?,"Mixed methods, with postal survey of patients and their carers, supported by semi-structured interviews.",0,0.7918585538864136,0.5900533344972507,-0.20180521938916285
295,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,"The menopausal transition warrants attention as a period of vulnerability to MDD recurrence, while health factors and VMS should be considered important risk factors for first lifetime-onset of MDD during midlife.",1,0.8450777530670166,0.6193324847500987,-0.22574526831691788
296,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,"Seven individuals who have undergone left cerebral hemispherectomy to control intractable seizures associated with perinatal infarct have been recruited for this study. We examined if components of phonological processing that are shown to reliably separate average readers from struggling readers, i.e., phonological awareness, verbal memory, speed of retrieval, and size of vocabulary, show the same relationship to reading levels when they are mediated by the right hemisphere [2].",0,0.7531050443649292,0.4312177383142138,-0.3218873060507154
297,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,"Because of the inflammatory nature of Crohn's disease, ileocolic resections are often difficult to perform, especially if an abscess, phlegmon, or recurrent disease at a previous ileocolic anastomosis is present. Our goal was to determine whether the above factors are contraindications to a successful laparoscopic-assisted ileocolic resection.",0,0.6904809474945068,0.468310924648937,-0.22217002284556986
298,Is there a relationship between complex fractionated atrial electrograms recorded during atrial fibrillation and sinus rhythm fractionation?,"After each seminary, an evaluation form concerning participants' satisfaction with the course was filled in. Furthermore, all course participants received a questionnaire at the beginning and at the end of the course, as well as 3 months afterwards. The participants were asked to assess their own sense of security in seven different communication settings on a visual analog scale, and to specify perceived changes in their communication behavior 3 months after the course.",0,0.765144944190979,0.48042281844204643,-0.2847221257489326
299,Thoracic and thoracoabdominal aneurysm repair: is reimplantation of spinal cord arteries a waste of time?,The impact of different strategies for management of intercostal and lumbar arteries during repair of thoracic and thoracoabdominal aortic aneurysms (TAA/A) on the prevention of paraplegia remains poorly understood.,1,0.7993462681770325,0.7366111196039202,-0.06273514857311224
300,Does growth hormone replacement therapy reduce mortality in adults with growth hormone deficiency?,"After each seminary, an evaluation form concerning participants' satisfaction with the course was filled in. Furthermore, all course participants received a questionnaire at the beginning and at the end of the course, as well as 3 months afterwards. The participants were asked to assess their own sense of security in seven different communication settings on a visual analog scale, and to specify perceived changes in their communication behavior 3 months after the course.",0,0.7388250827789307,0.5213179518801399,-0.2175071308987908
301,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,"Emergency laparotomy carries a high rate of mortality, especially in those over the age of 70 years, and more needs to be done to improve outcomes, particularly in this group. This could involve increasing acute surgical care manpower, early recognition of patients requiring emergency surgery, development of clear management protocols for such patients or perhaps even considering centralisation of emergency surgical services to specialist centres with multidisciplinary teams involving emergency surgeons and care of the elderly physicians in hospital and related community outreach services for post-discharge care.",1,0.8390069007873535,0.6781728054124972,-0.16083409537485627
302,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,Low rectal resection during debulking procedures for gynaecological cancers with peritoneal carcinomatosis can safely be performed by an experienced surgeon without a diverting stoma.,1,0.8454697728157043,0.8196849426006952,-0.025784830215009102
303,Aripiprazole: a new risk factor for pathological gambling?,Adverse drug reactions were confronted with other already published case reports. Dopamine partial agonist mechanism of aripiprazole could explain the occurrence of pathological gambling.,1,0.8116213083267212,0.8412462377848203,0.029624929458099136
304,Is vitamin D deficiency a feature of pediatric celiac disease?,"Celiac disease (CD) is an autoimmune enteropathy characterized by villus atrophy and malabsorption of essential nutrients. Vitamin D deficiency has been described in autoimmune diseases, but its status in prepubertal children with CD has not been adequately studied.",1,0.780269980430603,0.767658451225032,-0.01261152920557107
305,Can dobutamine stress echocardiography induce cardiac troponin elevation?,Our results indicate that there is no elevation of cTn despite the occurrence of significant WMAs on DSE. We conclude that cTnI cannot be used as an additional diagnostic tool during pharmacological stress test performed to evaluate the presence and severity of ischemia.,1,0.8018091917037964,0.6362845444893397,-0.1655246472144567
306,30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement?,A 10-year-old boy developed very severe aplastic anemia (VSAA) after being admitted to our hospital with a fulminant hepatic failure of unknown origin. A chest computed tomography scan revealed multiple lung nodules and a biopsy of a pulmonary lesion showed all the signs of AFOP. Infectious workup remained negative. We started immunosuppressive therapy with antithymocyte globulin and cyclosporine to treat VSAA. Subsequent chest computed tomography scans showed a considerable diminution of the lung lesions but the VSAA did not improve until we performed hematopoietic stem cell transplantation 5 months later.,0,0.7190587520599365,0.6504344515765658,-0.06862430048337076
307,It's Fournier's gangrene still dangerous?,To explain China's cigarette pricing mechanism and the role of the Chinese State Tobacco Monopoly Administration (STMA) on cigarette pricing and taxation.,0,0.6840233206748962,0.6494996721553636,-0.0345236485195326
308,Does case-mix based reimbursement stimulate the development of process-oriented care delivery?,This study demonstrates that hospital management can stimulate the development of care programmes by the adoption of case-mix reimbursement within hospitals' budgeting processes. Future research is recommended to confirm this finding and to determine whether the establishment of care programmes will in time indeed lead to a more process-oriented view of professionals.,1,0.8415751457214355,0.7389021411480542,-0.10267300457338135
309,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"The current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. However, more research is needed to examine the role of dexamethasone in hospitalized children.",1,0.7974236607551575,0.7235724771779589,-0.07385118357719855
310,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,"Women's vulnerability for a first lifetime-onset of major depressive disorder (MDD) during midlife is substantial. It is unclear whether risk factors differ for first lifetime-onset and recurrent MDD. Identifying these risk factors can provide more focused depression screening and earlier intervention. This study aims to evaluate whether lifetime psychiatric and health histories, personality traits, menopausal status and factors that vary over time, e.g. symptoms, are independent risk factors for first-onset or recurrent MDD across 13 annual follow-ups.",1,0.8355040550231934,0.7639437258196609,-0.0715603292035325
311,Can the condition of the cell microenvironment of mediastinal lymph nodes help predict the risk of metastases in non-small cell lung cancer?,The aim of this study was to analyze the properties of the immune cell microenvironment of regional lymph nodes (LNs) positive for lung cancer.,1,0.8409184813499451,0.8907495317829357,0.04983105043299063
312,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"Barrett's cytokeratin 7/20 pattern was observed in 28 out of 36 cases (77.8%) with short-segment Barrett's oesophagus, 11 out of 28 cases (39.3%) with intestinal metaplasia at the cardia, and nine out of 61 cases (14.8%) with gastric intestinal metaplasia. The sensitivity and specificity of Barrett's cytokeratin 7/20 pattern were 77.8 and 77.5%, respectively.",0,0.602262020111084,0.6299919870355294,0.027729966924445404
313,Should pulp chamber pulpotomy be seen as a permanent treatment?,"Seventeen patients, aged 7-54 years (mean of 37.2 year), were treated by pulpotomy and filling with ProRoot MTA(®)  in premolar or molar teeth with vital pulps and without clinical evidence of irreversible pulpitis. The patients were then followed up for 12 to 24 months and the teeth then assessed by clinical and radiographic examination. Statistical analysis was performed with Kaplan-Meier survival probability statistics to estimate the survival of the treated teeth.",1,0.7842035293579102,0.8142086574701131,0.030005128112202906
314,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,"The study population included 1,023 community dwelling 80-year-old individuals from the Danish intervention study on preventive home visits. Information on preventive home visit acceptance rates was obtained from questionnaires. Socioeconomic status was measured by financial assets obtained from national registry data, and invitational procedures were identified through the municipalities. Logistic regression analyses were used, adjusted by gender.",0,0.7861207127571106,0.5891985302491561,-0.19692218250795446
315,Do socioeconomic differences in mortality persist after retirement?,To assess the risk of death associated with work based and non-work based measures of socioeconomic status before and after retirement age.,1,0.8091367483139038,0.8069541519589292,-0.002182596354974642
316,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?,"The aim of the study was to evaluate the outcomes and patterns of failure in patients with metastatic carcinoma to cervical lymph nodes from an unknown head and neck primary origin, who were treated curatively with radiotherapy, with or without neck dissection.",0,0.8414526581764221,0.72882043044152,-0.11263222773490211
317,Does tranexamic acid reduce desmopressin-induced hyperfibrinolysis?,"Desmopressin releases tissue-type plasminogen activator, which augments cardiopulmonary bypass--associated hyperfibrinolysis, causing excessive bleeding. Combined use of desmopressin with prior administration of the antifibrinolytic drug tranexamic acid may decrease fibrinolytic activity and might improve postoperative hemostasis.",1,0.8078952431678772,0.7050078447960175,-0.10288739837185967
318,Does concomitant anterior/apical repair during midurethral sling improve the overactive bladder component of mixed incontinence?,Midurethral sling (MUS) can improve overactive bladder (OAB) symptoms. It is unclear if anterior/apical prolapse (AA) repair provides additional benefit. We hypothesized that women with mixed urinary incontinence (MUI) experience greater improvement in the OAB component of their symptoms after concomitant MUS and AA repair compared with MUS alone.,1,0.7779822945594788,0.7062288158743307,-0.07175347868514803
319,Do foreign bodies migrate through the body towards the heart?,"IADLs were measured using pooled activities from five informant-based questionnaires. Structural equation modeling (SEM) was used to investigate the relation between IADLs and dementia. Age, sex, education, depression, and cognitive measures (Mini-Mental State Examination and verbal memory) were included in the model.",0,0.6548951864242554,0.5328647963961932,-0.12203039002806215
320,Oral mucocele/ranula: Another human immunodeficiency virus-related salivary gland disease?,"Intervention students outscored controls in patient satisfaction in all studies: Study 1: P = .01, standardized effect size = 0.16; Study 2: P = .001, standardized effect size = 0.31; Study 3: P = .009, standardized effect size = 0.13. In Study 2, perspective-taking improved African American SPs' satisfaction. In Study 3, intervention students with high baseline perspective-taking tendencies outscored controls (P = .0004, standardized effect size = 0.25), whereas those with low perspective-taking tendencies did not (P = .72, standardized effect size = 0.00).",0,0.5866973400115967,0.5568879992211351,-0.029809340790461603
321,Is eligibility for a chemotherapy protocol a good prognostic factor for invasive bladder cancer after radical cystectomy?,"Operative blood loss and time were greater in group IV than in groups I, II, and III (245 versus 151, 131, and 195 ml, respectively, and 202 versus 152, 144, and 139 minutes, respectively). Conversion to open procedure occurred in 5 patients (group I, 1 [7%]; group II, 2 [20%]; group III, 2 [9%]). Morbidity was highest in group IV (21% versus 0%, 10%, and 10%, respectively). Only one patient died (group IV, 1%). Length of hospital stay was longest in group IV (7.9 versus 4.8, 3.9, and 4.5 days, respectively).",0,0.7557229399681091,0.7240396774620517,-0.031683262506057464
322,CYP2D6*4 allele and breast cancer risk: is there any association?,"CYP2D6 is an important cytochrome P450 enzyme. These enzymes catalyse the oxidative biotransformation of about 25% of clinically important drugs as well as the metabolism of numerous environmental chemical carcinogens. The most frequent null allele of CYP2D6 in European populations, CYP2D6*4, has been studied here in order to elucidate whether a relationship exists between this allele and the risk of developing breast cancer in a Spanish population.",1,0.676568865776062,0.6625138403191231,-0.01405502545693893
323,Does rugby headgear prevent concussion?,"We observed self-rated anxiety, depression, and craving during alcohol withdrawal and assessed beta E levels (RIA) in a consecutive sample of 60 alcoholics on day 1 and day 14 after onset of withdrawal, and in 30 healthy volunteers. To control for mutual interactions of beta E and the pituitary-adrenocortical hormone secretion, plasma corticotropin (ACTH) and cortisol were also determined.",0,0.6359869241714478,0.4536437973178899,-0.18234312685355786
324,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,"Usual source of care, usual physician, managed care enrollment, managed care penetration.",0,0.7621119618415833,0.5482113094318581,-0.2139006524097251
325,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?,"Xanthogranulomatous cholecystitis (XGC) is an uncommon variant of chronic cholecystitis, characterized by marked thickening of the gallbladder wall and dense local adhesions. It often mimics a gallbladder carcinoma (GBC), and may coexist with GBC, leading to a diagnostic dilemma. Furthermore, the premalignant nature of this entity is not known. This study was undertaken to assess the p53, PCNA and beta-catenin expression in XGC in comparison to GBC and chronic inflammation.",0,0.7168236374855042,0.5454227225228628,-0.17140091496264132
326,Amblyopia: is visual loss permanent?,The records of 465 patients with an established diagnosis of age related macular degeneration who had attended a specialist macular clinic between 1990 and 1998 were scrutinised. A full clinical examination and standardised refraction had been carried out in 189 of these cases on a minimum of two occasions. Cases were looked for where an improvement of one or more lines of either distance or near acuity was recorded in the eye unaffected by macular disease. In each one of these cases the improvement in visual acuity could not be attributed to treatment of other existing pathology.,1,0.7249036431312561,0.7532688532901498,0.028365210158893706
327,Should ascitis volume and anthropometric measurements be estimated in hospitalized alcoholic cirrotics?,"Ascitis and undernutrition are frequent complications of cirrhosis, however ascitis volume and anthropometric assessment are not routinely documented or considered in prognostic evaluation. In a homogeneous cohort followed during two years these variables were scrutinized, aiming to ascertain relevance for longterm outcome.",1,0.7686054706573486,0.5119347586257958,-0.2566707120315528
328,Are variations in the use of carotid endarterectomy explained by population Need?,"to describe variation in utilisation of carotid endarterectomy (CEA) within two English health regions and explore relationships between use, need and proximity to services.",1,0.800716757774353,0.8620912844148207,0.06137452664046772
329,Are there mental health differences between francophone and non-francophone populations in manitoba?,"Median TPT was 18 days. Majority 508 (69.1%) of the patients received treatment within 30 days after diagnosis. The majority was surgically treated. Ethnicity (p=0.002) and stage at presentation (p=0.007) were significantly associated with delayed TPT. Malay ethnicity had delayed TPT compared to the Chinese; Hazard Ratio (HR) 1.9 (Confidence Interval (CI) 1.237, 2.987). Delayed TPT did not affect overall survival on univariate and multivariate analyses.",0,0.725887656211853,0.6971962869310488,-0.02869136928080418
330,Can students' scores on preclerkship clinical performance examinations predict that they will fail a senior clinical performance examination?,"Under the conditions of this study, preclerkship (year 2) CPEs strongly predicted medical students at risk for failing a senior CPE. This finding opens the opportunity for remediation of deficits prior to or during clerkships.",1,0.8583980202674866,0.8008091909739287,-0.05758882929355791
331,Can biofeedback training of psychophysiological responses enhance athletes' sport performance?,"In recent years, biofeedback has become increasingly popular for its proven success in peak performance training - the psychophysiological preparation of athletes for high-stakes sport competitions, such as the Olympic games. The aim of this research was to test whether an 8-week period of exposure to biofeedback training could improve the psychophysiological control over competitive anxiety and enhance athletic performance in participating subjects.",1,0.7862886786460876,0.764470862978317,-0.021817815667770635
332,Does minimal access major surgery in the newborn hurt less?,"Minimal access surgery (MAS) in adults is associated with less postoperative pain in comparison to conventional 'open' surgery. It is not known whether this holds true for neonates as well. Less pain would imply that opioid consumption can be reduced, which has a beneficial effect on morbidity.AIM: To evaluate potential differences in' opioid consumption between neonates undergoing thoracoscopic minimal access surgery or conventional surgery of esophageal atresia (EA) and congenital diaphragmatic hernia (CDH).",1,0.5880632400512695,0.5733377049740244,-0.014725535077245167
333,Is There an Additional Value of Using Somatostatin Receptor Subtype 2a Immunohistochemistry Compared to Somatostatin Receptor Scintigraphy Uptake in Predicting Gastroenteropancreatic Neuroendocrine Tumor Response?,"The purpose of this study was to determine whether operative volume outweighs the advantages of being treated locally by comparing the outcomes of patients with rectal cancer treated at local, low-volume centers versus far, high-volume centers.",0,0.8297002911567688,0.6527227573574326,-0.17697753379933623
334,Does a well developed collateral circulation predispose to restenosis after percutaneous coronary intervention?,To determine whether the use of hydrophilic guidewires has increased the technical success rate of peripheral percutaneous transluminal angioplasty (PTA).MATERIAL/,0,0.8353289365768433,0.7018260242133199,-0.1335029123635234
335,Are complex coronary lesions more frequent in patients with diabetes mellitus?,"Coronary atherosclerotic burden is excessive in diabetic patients. Diabetes mellitus (DM) is an independent predictor for both death and myocardial infarction. It is not known whether the prevalence of complex coronary lesions, such as bifurcation and ostial lesions, is different in diabetics from nondiabetics.",1,0.7788351774215698,0.7142611545238164,-0.06457402289775338
336,Cardiogenic shock complicating acute myocardial infarction in elderly patients: does admission to a tertiary center improve survival?,"Medical students viewed an online video introducing them to systems-based analyses of medical errors. Faculty presented an example of a medication administration error and demonstrated use of the Learning From Defects tool to investigate the defect. Student groups identified and then analysed medication errors during their clinical rotation using the Learning From Defects framework to organise and present their findings. Outcomes included patient safety attitudinal changes, as measured by questions derived from the Safety Attitudes Questionnaire.",0,0.7695409059524536,0.6852690090637563,-0.0842718968886973
337,Does the investing layer of the deep cervical fascia exist?,"The placement of the superficial cervical plexus block has been the subject of controversy. Although the investing cervical fascia has been considered as an impenetrable barrier, clinically, the placement of the block deep or superficial to the fascia provides the same effective anesthesia. The underlying mechanism is unclear. The aim of this study was to investigate the three-dimensional organization of connective tissues in the anterior region of the neck.",1,0.6864460110664368,0.7915501212324423,0.10510411016600552
338,Does a well developed collateral circulation predispose to restenosis after percutaneous coronary intervention?,"Overall, 283 (47.2%) surveys were returned and 259 analyzed. Few respondents estimated costs within 25% of true cost, and estimates were highly variable. Physicians underestimated costs of expensive drugs and laboratory investigations and overestimated costs of inexpensive drugs. Cost awareness did not correlate with sex, practice location, College certification, faculty appointment, or years in practice.",0,0.7103525996208191,0.5270408996687028,-0.18331169995211627
339,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,"The 5- and 8-year overall survival for the whole population was 79% and 67%, respectively. There was no statistically significant difference in the 8-year actuarial overall survival (64.8% and 67.6%, respectively, p = .64) and local relapse-free survival (75% vs 74.5%, respectively, p = .57), among patients who had biopsy versus those who had neck dissection.",0,0.6868922710418701,0.6391106994543857,-0.04778157158748442
340,Can you deliver accurate tidal volume by manual resuscitator?,"One of the problems with manual resuscitators is the difficulty in achieving accurate volume delivery. The volume delivered to the patient varies by the physical characteristics of the person and method. This study was designed to compare tidal volumes delivered by the squeezing method, physical characteristics and education and practice levels.",1,0.7645331621170044,0.7280909507245925,-0.03644221139241188
341,Does responsibility affect the public's valuation of health care interventions?,Health services often spend more on safety interventions than seems cost-effective. This study investigates whether the public value safety-related health care improvements more highly than the same improvements in contexts where the health care system is not responsible.,1,0.8593086004257202,0.6589091339711141,-0.20039946645460616
342,The influence of atmospheric pressure on aortic aneurysm rupture--is the diameter of the aneurysm important?,"The rate of aortic aneurysm rupture correlates with the aneurysm's diameter, and a higher rate of rupture is observed in patients with larger aneurysms. According to the literature, contradictory results concerning the relationship between atmospheric pressure and aneurysm size have been reported.AIM: In this paper, we assessed the influence of changes in atmospheric pressure on abdominal aneurysm ruptures in relationship to the aneurysm's size.",1,0.699815034866333,0.81944236697386,0.11962733210752696
343,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,"In our experience, definitive radiotherapy to the neck and the potential mucosal sites, whether preceded by neck dissection or not, is effective to achieve a good local control rate in the unknown primary cancer of the head and neck. The indication for neck dissection, in particular for early nodal stage, is controversial.",1,0.8759899139404297,0.8159546454371324,-0.06003526850329732
344,Literacy after cerebral hemispherectomy: Can the isolated right hemisphere read?,"Students' low performances relative to their class on the year 2 CPEs were a strong predictor that they would fail the senior CPE. Their USMLE Step 1 scores also correlated with their performance on the senior CPE, although the predictive values for these scores were considerably weaker.",0,0.7538911700248718,0.5167575261263438,-0.23713364389852798
345,Do socioeconomic differences in mortality persist after retirement?,"Two hundred knees of 100 patients (50 men and 50 women) were examined. For the fibular head, the mean difference between the treated and the control knee was 0.0 mm with narrow confidence limits ranging from -1.1 to 1.1.",0,0.7068276405334473,0.5137502555546911,-0.19307738497875615
346,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,"Consecutive patients from routine diagnostic studies (1.5 T, 0.1 mmol gadopentetate dimeglumine, dynamic gradient-echo sequences at 1-minute intervals) were analyzed prospectively using CAD. Dynamic sequences were processed and reduced to a parametric map. Curve types were classified by initial signal increase (not significant, intermediate, and strong) and the delayed time course of signal intensity (continuous, plateau, and washout). Lesion enhancement was measured using CAD. The most suspect curve, the curve-type distribution percentage, and combined dynamic data were compared. Statistical analysis included logistic regression analysis and receiver-operating characteristic analysis.",0,0.7295107841491699,0.5559946235111486,-0.17351616063802133
347,Is a 9-month treatment sufficient in tuberculous enterocolitis?,"Tuberculosis has increased in parallel with the acquired immunodeficiency syndrome epidemic and the use of immunosuppressive therapy, and the growing incidence of extra-pulmonary tuberculosis, especially with intestinal involvement, reflects this trend. However, the duration of anti-tuberculous therapy has not been clarified in intestinal tuberculosis.AIM: To compare the efficacy of different treatment durations in tuberculous enterocolitis in terms of response and recurrence rates.",1,0.7961062788963318,0.6916503965311169,-0.10445588236521486
348,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,"Anastomotic leakage is the most threatening early complication in sphincter-preserving rectal cancer surgery. While the oncological consequences have been well examined, only few data exist about the functional outcome.",0,0.7340654134750366,0.5878247688055446,-0.14624064466949205
349,Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,"IADLs were measured using pooled activities from five informant-based questionnaires. Structural equation modeling (SEM) was used to investigate the relation between IADLs and dementia. Age, sex, education, depression, and cognitive measures (Mini-Mental State Examination and verbal memory) were included in the model.",0,0.7473950386047363,0.6080706591669894,-0.1393243794377469
350,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,Three hundred fifty-three consecutive obstructive sleep apnea (OSA) patients who had a successful manual CPAP titration in our sleep disorders unit.,0,0.8043286800384521,0.7560227937465547,-0.04830588629189747
351,Does managed care enable more low income persons to identify a usual source of care?,Treatment delays in breast cancer are generally thought to affect prognosis but the impact on survival remains unclear. Indicators for breast cancer care include time to primary treatment. The purpose of this study was to evaluate whether time to primary treatment (TPT) in breast cancer impacts survival.,0,0.758110523223877,0.5682100091953074,-0.18990051402856956
352,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,"Radiographs of fifty adolescents with L5 spondylolysis without spondylolisthesis and fifty controls were retrospectively reviewed. All controls were confirmed not to have spondylolysis on the basis of computed tomographic scanning, magnetic resonance imaging, or bone scanning. Anteroposterior, lateral, and right and left oblique radiographs of the lumbar spine were arranged into two sets of slides: one showing four views (anteroposterior, lateral, right oblique, and left oblique) and one showing two views (anteroposterior and lateral only). The slides were randomly presented to four pediatric spine surgeons for diagnosis, with four-view slides being presented first, followed by two-view slides. The slides for twenty random patients were later reanalyzed in order to calculate of intra-rater agreement. A power analysis demonstrated that this study was adequately powered. Inter-rater and intra-rater agreement were assessed on the basis of the percentage of overall agreement and intraclass correlation coefficients (ICCs). PCXMC software was used to generate effective radiation doses. Study charges were determined from radiology billing data.",0,0.6981155276298523,0.5497770184909561,-0.14833850913889624
353,Can static foot posture measurements predict regional plantar surface area?,"The intent of this study was to determine if the use of a single or combination of static foot posture measurements can be used to predict rearfoot, midfoot, and forefoot plantar surface area in individuals with pronated or normal foot types.",1,0.7885854244232178,0.7977035612862602,0.009118136863042414
354,Hearing loss: an unknown complication of pre-eclampsia?,This prospective case-control study consisted of 33 patients with pre-eclampsia and 32 normotensive pregnant patients as controls. All of the subjects underwent otoscopic examinations - pure tone audiometry (0.25-16 kHz) and transient evoked otoacoustic emission (1-4 kHz) tests - during their third trimester of pregnancy.,1,0.7049400806427002,0.7419930095124321,0.03705292886973188
355,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,"The aim of the study was to evaluate the outcomes and patterns of failure in patients with metastatic carcinoma to cervical lymph nodes from an unknown head and neck primary origin, who were treated curatively with radiotherapy, with or without neck dissection.",1,0.8235048055648804,0.8951843826681732,0.07167957710329287
356,Is zero central line-associated bloodstream infection rate sustainable?,The precise correction of refractive error is especially important in young adults. It is unclear whether cycloplegic refraction is necessary in this age group. The purpose of this study was to compare the non-cycloplegic and cycloplegic spherical equivalent (SE) refractive error measured in young adults.,0,0.7114098072052002,0.38969894812055766,-0.32171085908464253
357,Does desflurane alter left ventricular function when used to control surgical stimulation during aortic surgery?,Bladder catheterisation is a routine part of major abdominal surgery. Transurethral catheterisation is the most common method of bladder drainage but is also notorious for its discomfort and increased risk of urinary tract infection. The present study aimed to establish patient satisfaction with transurethral catheterisation and to assess the incidence of clinically significant urinary tract infections after transurethral catheterisation through survey.,0,0.6709809899330139,0.49212259107200806,-0.17885839886100585
358,Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,"Multislice helical computed tomography (CT), which can provide detailed 2-D and 3-D reconstructed images, is useful in imaging diagnosis for dental implant treatment. Therefore, in this study, it was performed to clarify the mandibular depiction of double-oblique reconstructed images when changing their thickness.",0,0.7090704441070557,0.586206029085211,-0.12286441502184464
359,Is there a relationship between complex fractionated atrial electrograms recorded during atrial fibrillation and sinus rhythm fractionation?,"(1) There is little overlap between regions of CFAEs during AF and regions of SRF measured in the time domain or the frequency domain, (2) the majority of SRF appears to occur in regions with wave-front collision, (3) the distribution of SRF is similar in patients with AF and normal controls, suggesting that this may not have an important role in AF maintenance and may not be a suitable ablation target.",1,0.8332432508468628,0.6350917277195267,-0.19815152312733608
360,Predicting admission at triage: are nurses better than a simple objective score?,"The study population included 1,023 community dwelling 80-year-old individuals from the Danish intervention study on preventive home visits. Information on preventive home visit acceptance rates was obtained from questionnaires. Socioeconomic status was measured by financial assets obtained from national registry data, and invitational procedures were identified through the municipalities. Logistic regression analyses were used, adjusted by gender.",0,0.7697898149490356,0.7274878293041223,-0.04230198564491339
361,"Regional anesthesia as compared with general anesthesia for surgery in geriatric patients with hip fracture: does it decrease morbidity, mortality, and health care costs?","Hip fracture in geriatric patients has a substantial economic impact and represents a major cause of morbidity and mortality in this population. At our institution, a regional anesthesia program was instituted for patients undergoing surgery for hip fracture. This retrospective cohort review examines the effects of regional anesthesia (from mainly after July 2007) vs general anesthesia (mainly prior to July 2007) on morbidity, mortality and hospitalization costs.",1,0.7957061529159546,0.7431285607458,-0.05257759217015456
362,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,"Annual data on children aged under 16 y treated for asthma, including consumption of regular medication for asthma, numbers of hospital periods, lengths of hospitalizations and annual proportions of readmissions, were collected using patient-specific medical records from 1995 to 1999. In the Kuopio province, on average, 35.6-36.7/1000 children were on maintenance for asthma, of which 23% were receiving cromones, 51% were taking inhaled steroids and 26% were treated with cromones plus intermittent steroids. In the Oulu province, the respective prevalence was 32.7-34.9/1000, and the respective proportions were 5%, 93% and 2%.",1,0.711759090423584,0.7186738968791457,0.0069148064555617506
363,Cancer of the buccal mucosa: are margins and T-stage accurate predictors of local control?,"Cancer of the buccal mucosa is an uncommon and aggressive neoplasm of the oral cavity. Less than 2% of patients treated for cancer of the oral cavity at Roswell Park Cancer Institute (RPCI) from 1971 to 1997 had primary buccal cancers. Because the majority of these patients did not undergo any adjuvant treatment, this group provided us with the opportunity to assess the relationship between margin status and local recurrence for both small (T1-T2) and large (T3-T4) tumors treated with surgery alone.",1,0.8247359991073608,0.6971695162479221,-0.12756648285943872
364,Do socioeconomic differences in mortality persist after retirement?,"To examine the attitudes of players and coaches to the use of protective headgear, particularly with respect to the prevention of concussion.",0,0.7326596975326538,0.5014611372210992,-0.2311985603115546
365,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,"To evaluate the impact of HER2 immunoreactivity on clinical outcome in locally advanced urothelial carcinoma patients who received surgery alone, or methotrexate, vinblastine, epirubicin, and cisplatin (M-VEC) as adjuvant chemotherapy.",1,0.840643048286438,0.8710102933440871,0.030367245057649095
366,Is motion perception deficit in schizophrenia a consequence of eye-tracking abnormality?,"Two hundred knees of 100 patients (50 men and 50 women) were examined. For the fibular head, the mean difference between the treated and the control knee was 0.0 mm with narrow confidence limits ranging from -1.1 to 1.1.",0,0.7435957789421082,0.5766723164107095,-0.16692346253139867
